y_test,predicted_price
1513000.0,1523132.2934814699
786000.0,802453.1962910458
942000.0,1007428.6573263397
2000000.0,2214167.1658730158
2680000.0,2484153.6904761903
1140000.0,1291377.5313852816
1060000.0,1043061.9769119773
925000.0,1005738.7196428569
6150000.0,6286944.314018361
905100.0,892726.5418883308
1120000.0,1186358.3333333335
1637000.0,1635940.1309523808
1710000.0,1715057.9183039174
720000.0,779824.4792429794
1055000.0,1015786.8944000825
1950000.0,2012573.0689896792
3500000.0,3582419.3085281383
2141695.0,2048517.1527506527
880000.0,1562662.7228154857
2050000.0,1856976.60964444
1580000.0,1529711.8974081469
1410000.0,1353612.5
970000.0,1013216.8849761903
1785600.0,1804666.4693684366
1080000.0,1114716.4187895434
802000.0,797014.6762159406
900000.0,872965.4583333333
1138000.0,1110302.5896743224
1050000.0,1042355.3645131419
995000.0,972355.1911976907
1400000.0,1436215.152053553
1792000.0,1798492.3618326122
1564200.0,1584256.692857143
908960.0,933011.3939786351
1700000.0,1557612.945833333
1340000.0,1321592.7777777778
1070000.0,1062114.2321428573
1318000.0,1358898.126582132
2150000.0,1946067.495032336
1664700.0,1686325.3283328123
2370000.0,2388617.356666667
1918000.0,1863930.1904761905
1751820.0,1758740.2250833334
568000.0,576893.5349166767
1970000.0,1925023.549617049
1096600.0,1140370.5770047223
1400000.0,1337427.8472222225
860000.0,923141.6670482297
1161112.0,1167050.1822981057
1896000.0,1950796.8393668667
944000.0,954699.6355322866
830000.0,859351.9172632925
1798000.0,1839477.2883505393
1370000.0,1379155.0697219446
1858000.0,1827949.3285714285
835000.0,808314.4266705514
1151458.0,1184636.6023529444
870300.0,892726.5418883308
938000.0,900236.2410362482
885000.0,850435.941142191
945000.0,972355.1911976907
970000.0,995233.5293697258
1750000.0,1779860.0
1181600.0,1239696.9891774887
825000.0,832077.6603350212
1981890.0,1988318.0151507927
1870000.0,2093743.2381090703
870000.0,811042.0199855699
870000.0,906261.2691197693
735000.0,716079.4904401153
6500000.0,6228445.857142856
2100000.0,2001009.2605714286
1610000.0,1939550.861054945
925560.0,931873.2375179267
880000.0,875322.1338183662
1300000.0,1287546.74062049
980000.0,951831.7107710566
1450000.0,1573680.67
1148000.0,1121822.4463929788
850000.0,910262.509186892
920000.0,903977.175282406
1794700.0,1765602.8237579975
1784000.0,1830940.0035962295
1200000.0,1859191.19
2268000.0,2141138.801048692
1370000.0,1332640.7404679738
6258294.5,5931475.190961469
1238000.0,1253556.7408494058
2366763.0,2398996.912146742
3938000.0,3758305.7499999995
1047000.0,1060225.3450880235
2000000.0,1832157.153679654
1350000.0,1365306.5360209236
945000.0,920561.1888888887
2900000.0,3181626.6666666674
1600000.0,1582592.8571428573
1100000.0,1097551.3547286042
988000.0,995263.5038095239
1045000.0,1204470.4274198026
1765000.0,1769649.7127619048
1357000.0,1358091.1170634923
1911888.0,2053175.5186666662
1360000.0,1355149.8924248002
1250000.0,1227452.1733760522
2587000.0,2577636.0806277054
1068000.0,1003124.6660716735
1120000.0,1115525.0
1350000.0,1317091.2329114962
1050000.0,950643.571428571
1390000.0,1423394.761904762
1680000.0,1683052.2819711908
7920380.0,7512329.760990458
1265000.0,1353247.5013015664
820000.0,850780.9761904761
1600000.0,1506327.3092879346
2292000.0,2659529.8325396823
863800.0,858590.513095238
1366000.0,1298146.6114046918
1035000.0,982562.4074756866
1500000.0,1442491.9264624265
1270000.0,1349812.0924271804
1425000.0,1372487.4340588197
1890000.0,1761311.344951716
590000.0,613241.6666666667
1245000.0,1288087.221521942
2991228.0,2984133.0706428573
975000.0,980505.9404761904
969000.0,966376.3704033758
1010000.0,1140370.5770047223
1205424.0,1290192.109449606
2821000.0,2810927.1125141717
2200000.0,2190587.3353909384
3600000.0,4242819.8
780000.0,767903.2257142859
1550000.0,1559458.9999999998
888000.0,892432.3208211635
3300000.0,3417736.331266771
1650000.0,1844588.6940836934
1661000.0,1605294.4564645474
2307835.0,2815073.6276648617
900821.0,913546.0408364275
4996000.0,4813653.8
1918000.0,1840985.833333333
1620000.0,1524865.8225108227
2288000.0,2285523.7377121057
1700000.0,1701501.5476190478
1950000.0,1982902.4551175407
1295000.0,1220816.2423046082
