resale_price,predicted_price
360000.0,350043.9477039827
450500.0,454923.7371011443
370000.0,463765.55903215986
480000.0,557269.1271308453
880000.0,745525.8445585461
655000.0,700972.6482807089
435000.0,471766.8515140653
620000.0,641301.5553494053
605000.0,522788.1225539325
620000.0,683773.0663237579
289000.0,333587.47240396217
405000.0,408375.7042543824
1120088.0,948171.6740057936
420000.0,496030.4397875188
720000.0,603683.371702731
315000.0,321538.5716758827
873000.0,774160.5304200372
285000.0,185904.8202837832
400000.0,356538.2796841995
420000.0,415876.68000396877
440000.0,426586.23838980077
470000.0,420327.8328149329
420000.0,468005.925611838
450000.0,517753.3141829161
376888.0,282654.933079657
403000.0,398022.9295003967
417000.0,421768.0020100918
240000.0,200451.1742553771
466000.0,552323.632467069
760000.0,755483.4388703359
415000.0,435720.35527673643
510000.0,617970.5711185754
625000.0,557997.4540169283
1020000.0,848474.8725513874
305000.0,243043.8615102243
410000.0,565243.4224795446
300888.0,330162.3080945936
705000.0,645828.1698055022
628000.0,549733.4313385827
475000.0,628997.7723697954
335000.0,333234.6521619975
510000.0,402216.790033077
327500.0,342393.28384188877
445000.0,473097.5753430646
720000.0,679359.2833898999
438000.0,394022.83543517406
268000.0,192577.73966679344
315000.0,242368.4135461431
323500.0,396179.60634501115
232000.0,154219.92515879642
390000.0,491286.8750647007
385000.0,461139.7510616038
388000.0,513512.9855100821
440000.0,471637.9830790637
970000.0,895985.5321027678
471888.0,539380.0094771946
683000.0,638036.2017793308
350000.0,396111.56090779137
438000.0,465334.25875007734
382000.0,418012.4353776679
539888.0,580236.9508580798
396888.0,512680.56743279716
460000.0,493658.57299263123
318000.0,334263.8288281588
235000.0,204778.74165736523
256000.0,196674.62146025576
495000.0,538472.6980768824
305000.0,332598.8867531065
400000.0,402072.8739109619
320000.0,293883.1078582648
227000.0,311648.8038890128
471000.0,474952.9553489095
618000.0,580498.8012317964
290000.0,240938.76325536147
390000.0,451079.6362018491
330000.0,378693.4965754902
395000.0,476832.7749477867
420000.0,519757.95957682596
366000.0,446584.3815155829
738000.0,731764.531535025
310000.0,383177.188529782
480000.0,403580.804666508
368000.0,381560.58505250246
300000.0,330049.760185663
803000.0,659588.3081970756
628000.0,597317.2370805218
510000.0,590899.1666650467
298000.0,245159.61754456325
425000.0,475921.8051039091
330000.0,355339.85133278684
525000.0,400251.69305148453
650000.0,579204.5625646712
430000.0,394205.6680394744
400000.0,458925.005139965
620000.0,688115.218780399
228000.0,343117.7209930242
483000.0,473324.2649941264
325000.0,361636.31741847575
265000.0,332365.80894779495
315000.0,365724.41534340184
438000.0,399598.1730676653
458000.0,449284.3233385979
428888.0,459765.35694006167
605000.0,501477.78275649494
370000.0,434030.8894301256
525000.0,593167.1499263601
390000.0,415344.7866382024
435000.0,483432.22468104947
288000.0,251479.91061490972
380000.0,399652.63870614336
390000.0,357263.8963719219
500000.0,527650.0230291684
898000.0,806606.4008338375
304888.0,272352.43325688085
486000.0,606272.1369067222
430000.0,503694.28772134264
258000.0,343369.5645422373
430000.0,465921.9472275259
1030000.0,914699.3304844003
492888.0,470532.8393107918
370000.0,386135.1021650983
436000.0,377428.00743162574
284000.0,180256.58809417475
440000.0,422001.9799839476
285000.0,274981.599805161
360000.0,354646.90920837864
470000.0,462232.14752190385
250000.0,293321.4223590242
335000.0,341750.192211809
415000.0,447438.61724251474
310000.0,347151.9098078398
260000.0,184548.67484237923
380000.0,434162.46073679544
290000.0,251603.1679359154
380000.0,371053.87105960376
580000.0,589940.0119719728
280000.0,306203.95853019657
312000.0,333422.1641580721
360000.0,485057.68552567484
435000.0,475099.01311960514
538000.0,624502.7645418389
363000.0,390068.9467316789
465000.0,413857.1251417297
272000.0,318144.47844715754
438000.0,501787.6067356946
365000.0,384469.3871778919
300000.0,326211.8190879745
342000.0,367970.4768348761
333000.0,288211.70113671024
230000.0,205499.69743486296
590000.0,640649.1737449038
263000.0,331662.1563070137
380000.0,363658.1200142128
362000.0,353217.9423178813
402000.0,454954.20328104205
365000.0,453332.8890252245
505000.0,578213.0028557847
682888.0,615711.2364924677
400000.0,457532.61141190084
312000.0,407714.3992751398
460000.0,457305.18351724197
442000.0,399216.88460717525
555000.0,530365.9747563449
372888.0,364566.4254750486
392000.0,334641.17398428556
328000.0,351491.7445065918
247000.0,177773.51491754118
562888.0,506065.6716848286
300000.0,340292.0680896563
350000.0,421287.4799343116
935000.0,847797.3866716388
456000.0,352678.5609740198
370000.0,452484.4377612013
295000.0,282550.0941332965
420000.0,475043.919720936
375000.0,376814.42625346885
530000.0,522365.5319848276
438000.0,513545.8868407805
405000.0,396257.89795792755
378000.0,361374.49388253014
466000.0,570754.3440760277
260000.0,265360.19109017355
425000.0,502537.9547319142
485000.0,476084.4827195486
610000.0,634997.393684153
920000.0,859157.5841611836
542888.0,431775.7165669665
435000.0,307676.7975259385
278000.0,300534.45118342456
435000.0,427714.5274247079
388000.0,489904.663169825
408000.0,448729.4546634945
641000.0,575361.6631418415
790000.0,673094.4714185697
470000.0,520081.14822504483
412888.0,469240.59027191356
350000.0,439434.2449156515
750000.0,705793.0642080859
580000.0,609079.097432792
440000.0,486874.3091488769
215000.0,303072.28605057765
443000.0,500047.6692790382
268000.0,218792.90151572716
720000.0,678631.8396900061
755000.0,715450.5457104329
748000.0,668571.6054409378
450000.0,392576.6715483017
300000.0,276597.0118271009
303000.0,287380.8258257316
320000.0,363423.2069421385
465000.0,510883.88237457606
412000.0,422080.62923671876
578000.0,626220.6249596218
693888.0,610624.4905354616
578000.0,585727.8786326771
455000.0,383949.3945579765
616000.0,509489.21215291857
428000.0,457975.4040258081
430000.0,390789.2124000344
310000.0,330322.87807435705
366000.0,405725.1313263237
398000.0,507886.8838462068
340000.0,334067.4431509393
325000.0,360584.3432962444
500888.0,386937.47819772584
223000.0,293060.4883992296
500000.0,599849.6446624432
535000.0,581812.4057255626
608000.0,577879.4580343382
440000.0,565210.7745304728
745000.0,750795.2730095191
515000.0,495391.2101279753
465000.0,514605.40058114217
340000.0,405256.38549018884
600000.0,433262.43135984393
410000.0,511699.5640305639
588000.0,674143.6115017706
280000.0,316550.41767752613
880000.0,852578.376862125
275888.0,319666.2587560895
812888.0,722144.8733292782
301888.0,374330.1584599103
275000.0,307654.12652700837
465000.0,556406.7000913199
300000.0,302810.2602982968
340000.0,344559.4418207862
620000.0,609745.361338496
278000.0,358235.97915107454
715000.0,588957.5142770191
320000.0,364383.9507500919
348000.0,302227.02938145644
575000.0,560798.2488882026
355000.0,419269.7988875478
290000.0,239660.6996642094
208000.0,270667.79647559614
338000.0,386531.94377529086
218000.0,119229.23124445515
268000.0,263792.1288373227
605000.0,549220.1878955115
320000.0,377655.9708617135
560000.0,460406.8278492956
420000.0,377070.6538842791
388000.0,439678.3622678203
555000.0,505589.88312512403
568000.0,625529.1296198455
545000.0,462819.01310014096
750000.0,732330.0800274909
467000.0,419898.6869227609
370000.0,419542.6049166125
410000.0,370229.3729487504
490000.0,518834.08196500654
520000.0,563401.2905044374
435000.0,476790.46284284943
470000.0,434382.46644310653
455000.0,457634.5146804347
335000.0,173568.22054440464
620000.0,600649.2099929214
450000.0,441511.55409615685
250000.0,193438.27171359106
270000.0,295759.34002618806
435000.0,472754.20862680604
345000.0,398882.50814468355
418000.0,473606.36931488186
645000.0,551952.1738647863
452000.0,470176.94149972976
400000.0,456163.61105759337
405000.0,407885.4967749149
383000.0,466976.5595000901
378000.0,381450.15279298427
380000.0,399497.1611180785
696000.0,650502.7890546811
320000.0,309689.1738766199
550000.0,472724.32842781395
757000.0,588598.0041628096
315000.0,375570.251909973
395000.0,424321.77284864977
360000.0,274192.517027011
628000.0,578413.1556734593
705000.0,682440.8839220469
488000.0,482386.16815038957
408000.0,469237.82223137806
755000.0,669785.039196356
240000.0,267618.60680027027
695888.0,622979.8372643988
275000.0,288251.3316300616
450000.0,437287.17206600343
645000.0,619853.6132177112
375000.0,470714.95309112035
738000.0,662064.879806681
320000.0,301413.6419457771
275000.0,260748.1057427982
425000.0,500964.168122033
558000.0,445287.0091686167
575000.0,533816.1260507249
500000.0,527684.3171143004
340000.0,382382.8679592939
495000.0,535877.1222884521
827000.0,726602.303976085
265000.0,222574.41667187552
380000.0,408749.0119110533
630000.0,565797.6528551423
288000.0,303701.43504430354
295000.0,292077.60065784166
363000.0,392900.2793216229
300000.0,121621.92459752137
450000.0,478235.5532177738
375000.0,411858.6095413141
285000.0,276403.4989632444
268000.0,228093.28190034407
275000.0,246355.75868628058
380000.0,386730.19865557377
370000.0,361424.01438074606
468000.0,520814.4772499637
310000.0,345091.3134983472
403000.0,483725.81240590266
445000.0,470953.23124933545
718000.0,684415.5540465148
260000.0,202660.9189325045
965000.0,792831.4151336609
698000.0,642595.6354653774
550000.0,559308.0926773143
525000.0,541872.1454946379
340000.0,310188.54760153976
310000.0,304349.1707917929
485000.0,564345.7833357123
520000.0,527248.0607881945
215000.0,139335.57727933716
512500.0,595236.896740212
230000.0,127243.1298288849
309000.0,216250.04987121164
518000.0,446530.4790416575
900000.0,868954.2577135444
715000.0,688028.8580758502
735000.0,713310.6670977517
509000.0,516215.550781772
430000.0,448379.9876702033
350000.0,426478.723264007
210000.0,289711.02771009784
310000.0,349825.9863684061
258000.0,151886.11587054015
345000.0,369420.01238747593
490000.0,535821.936276299
318000.0,283025.5160463529
670000.0,698062.5030250568
325000.0,304796.4542399243
528888.0,542120.7090473386
280000.0,265665.0727391165
365000.0,340641.1229663729
560000.0,556425.7426482345
388000.0,379282.75117497833
380000.0,429803.5596832024
580000.0,642690.0631358766
615000.0,626186.1702603778
638000.0,529113.2815674634
415000.0,500981.4295041977
335000.0,318971.3827240064
415000.0,466687.7963619429
418000.0,489148.59002200596
285000.0,247033.596276319
685000.0,579095.9306583635
530888.0,558902.4662639565
520000.0,524559.8889022421
340000.0,350012.1630467111
552888.0,581124.1423840248
842000.0,677009.5150183456
372000.0,471839.95632654894
380000.0,508734.1779259362
223000.0,308298.084715807
360000.0,410051.2591588292
315000.0,309041.55567074916
478000.0,487083.1232895708
285000.0,337432.0831438035
570000.0,514243.22893173224
380000.0,392619.22018579463
395000.0,461984.26074639545
325000.0,273299.14823300415
458000.0,468910.4328155054
545000.0,607649.0784370243
275000.0,257070.2754789465
445000.0,485947.26222252706
310000.0,321788.6982223216
419888.0,496769.34792648046
445000.0,402771.94048207684
538000.0,578176.7107291509
340000.0,384672.8978675676
420000.0,419909.293269665
435888.0,506905.70423759264
463000.0,422370.48890921986
368000.0,399836.66058175627
590000.0,596249.3199919659
625000.0,610396.3936892245
510888.0,423211.0204895943
440000.0,379300.8368749275
360000.0,384672.2405502694
408000.0,402480.7907803315
575000.0,648460.9056391951
410000.0,493139.80637466954
430000.0,511880.5241047357
460000.0,472554.16488537146
906888.0,805134.1675367749
280000.0,342551.2865507145
332000.0,353247.00170828984
505000.0,465397.39963274717
590000.0,565217.0860360702
465000.0,410814.913284726
324000.0,350243.19179682725
495000.0,579617.8263055882
528000.0,541947.3146885866
570000.0,559571.141012741
340000.0,349190.2600681094
620000.0,573795.7967419237
580000.0,504977.1867807298
386000.0,473506.86213861115
760000.0,746660.7666606016
390000.0,377997.8729275208
328000.0,378185.74780976586
432000.0,465977.5153216304
456000.0,470741.9110114479
345000.0,359174.7762472114
268000.0,295869.44175484893
240000.0,212957.01903265167
580000.0,644151.4823685684
311500.0,297820.2209254025
323000.0,368425.7083023328
405000.0,441865.9441638378
545000.0,460495.19297080964
320000.0,347271.65200331376
390000.0,468835.3135338661
382000.0,462530.0733052768
526000.0,519752.68046715937
391000.0,421204.8126093651
468000.0,439272.08564999735
362000.0,370906.4040809056
800000.0,767120.7031394485
300000.0,363236.42822546803
398000.0,351381.33460987464
306000.0,274188.04554466857
430000.0,449459.9862945165
590000.0,512031.4277395824
580000.0,568690.4520167036
283000.0,358031.3261911692
560000.0,556492.4320293501
305000.0,319374.06795632653
455000.0,502598.1813552327
350000.0,379764.5371291941
410000.0,500578.9083488232
430000.0,375845.6989340136
400000.0,413436.6336271742
655000.0,692007.8223232684
330000.0,351547.00498595764
985000.0,920588.8577391219
310000.0,273535.35526510305
710000.0,630093.1348218542
374000.0,390278.1249656073
485000.0,486741.92230395717
465000.0,537469.9688118612
758000.0,632182.2387880369
620000.0,673251.8705370367
438000.0,471339.67682796915
440000.0,335488.289792083
435000.0,345904.95233376534
443000.0,445111.36523198755
332000.0,410123.2620017524
500000.0,508562.05316417397
386000.0,409838.48748283787
316000.0,283267.5683282686
365000.0,361433.8001863181
250000.0,194632.95443401102
340000.0,440103.07542676036
430000.0,509589.9265348455
510000.0,543489.6195333152
285000.0,327019.00716752326
537000.0,434898.6622471978
600000.0,597098.3156394006
690000.0,715560.1560827051
230000.0,204035.8572209177
440000.0,445015.76819823706
288000.0,235959.69802691147
308000.0,305149.8811677102
307000.0,328529.7002880059
650000.0,641227.6787025286
295000.0,269117.5044822565
595000.0,572456.0245345486
406888.0,454583.7840914496
915000.0,720062.3153770252
410000.0,387864.40374181455
333000.0,314408.72000122163
400000.0,425759.1980827695
200000.0,298949.7428550944
465000.0,599176.0711940352
540000.0,550121.5393194611
310000.0,376924.2843013945
452500.0,549249.3382845732
226000.0,314851.77330760856
272000.0,240581.452894149
490000.0,561977.3646804712
370000.0,388297.99352115556
585000.0,664468.7909831977
316888.0,373799.9457623825
405000.0,462543.324141809
240000.0,164330.57225376437
425000.0,509382.94969616807
1030000.0,889895.8315808969
450000.0,438445.3615955445
485000.0,462937.3900690392
315000.0,350895.75854042603
368000.0,389843.32563957444
480000.0,498169.5950888422
323000.0,375561.5240227021
430000.0,415201.72158737725
358000.0,407701.91656475316
420000.0,476187.6933607735
335000.0,377308.05828505475
700000.0,653181.8690635076
530000.0,499118.61775836535
488000.0,404027.3318290153
650000.0,709374.0469686014
390000.0,420197.89173514966
510000.0,571569.9509925841
268000.0,144206.74902656634
798000.0,679327.357574734
425000.0,499724.2340963287
420000.0,314777.078219283
850000.0,758452.5586342327
568000.0,426746.78679058887
277000.0,195819.16070772236
410000.0,353368.7249642296
400000.0,375967.28421091253
500000.0,471360.00559144304
420000.0,478504.5040599491
418000.0,405083.1129996943
340000.0,387920.80791809945
495000.0,506492.8231623735
418888.0,391712.23608572094
508000.0,510776.76668213715
345000.0,277621.819569292
285000.0,320266.0964597402
365000.0,458791.6168293953
318000.0,292834.2594830587
420000.0,492972.0514950139
345000.0,430639.37035176693
708000.0,638517.0325731764
768000.0,713385.9025310748
675000.0,556090.7300746328
640000.0,658782.0562702693
415000.0,456538.79838912096
350880.0,336440.09554507595
692000.0,628340.8090942943
440000.0,434332.53232906386
275000.0,343327.91661895753
350000.0,406428.99343900336
813800.0,806223.6982517163
724000.0,620834.8963115311
247000.0,191126.03975300532
300000.0,294732.954294889
405000.0,479517.99640548334
530000.0,519287.5079103367
310000.0,288480.57763405575
538000.0,562879.4738619651
385000.0,508576.9430141897
420000.0,409122.9402531445
310000.0,363774.88842235226
312000.0,257562.01004922844
296000.0,239733.07469183172
690000.0,686404.4738784714
460000.0,441644.94636949315
435000.0,428437.7543859823
278000.0,335770.0546899666
446000.0,483049.3025550804
348000.0,364401.61366578203
290000.0,356737.2199685675
888000.0,723156.4187853992
380000.0,367666.1149900269
360000.0,253694.84905390418
620000.0,623603.2313708735
520000.0,464309.2216539752
675000.0,687342.4240008668
815000.0,853380.1129743077
400888.0,462347.3991887354
450000.0,527253.3305674465
418000.0,445451.4258767292
419000.0,482623.5311527847
395000.0,386200.2471435047
460000.0,600172.8349242513
470000.0,532936.4547887964
443888.0,433712.24078008265
510000.0,485646.4545879748
276000.0,340314.0972409081
400000.0,375252.75052372203
380000.0,418874.2237540644
475000.0,432320.73663686647
625000.0,606010.5585952777
602888.0,584617.8216846245
465000.0,499339.52341298515
915000.0,722658.3734722363
398000.0,493870.2170341769
1005000.0,766112.8488538521
855000.0,810277.2072868706
245000.0,194439.16235969542
285088.0,252222.55384856474
368000.0,371521.09203190275
426000.0,369873.1805314012
425000.0,476733.16295170505
400000.0,508782.02750017226
305000.0,329740.9465068568
290000.0,273773.04524896655
355000.0,361970.9832197841
480000.0,529665.8311397712
445000.0,416431.7392266765
588000.0,470620.7582470573
250000.0,322023.8962206141
386000.0,419739.061969487
410000.0,506090.8240215853
